,MSE,RMSE,MAE,Pearson r,Fac2
peak_t+1,1481.589985544475,38.491427429292294,31.418185542799602,0.3482955651132419,0.9547724354401483
postinflex_t+1,2290.1760526242297,47.85578389938075,38.76977823872185,0.3521654097866991,0.9354401483806535
preinflex_t+1,1053.7319263189875,32.4612372887878,26.61104325327014,0.3438310014682993,0.9272364103295763
Average,1608.4993214958974,39.60281620582028,32.266335678263864,0.34809732545608013,0.9391496647167927
