,MSE,RMSE,MAE,Pearson r,Fac2
peak_t+1,1391.2531866865377,37.299506520683856,31.20711972028266,0.33449717160752873,0.9666167344318425
postinflex_t+1,2198.3616157204096,46.886689110241186,38.83449510688219,0.34307819064832035,0.9591268992082174
preinflex_t+1,986.649580225656,31.41097865755946,25.69707857952775,0.31997068418915675,0.9454312005135888
Average,1525.4214608775344,38.53239142949483,31.91289780223087,0.33251534881500194,0.9570582780512161
