,MSE,RMSE,MAE,Pearson r,Fac2
peak_t+1,1398.7488210039796,37.399850547882934,31.08164081018265,0.34441345003896634,0.9648972602739726
postinflex_t+1,2205.701995806141,46.9649017438144,38.6187709961852,0.3448543587030165,0.9571917808219178
preinflex_t+1,994.2436067348257,31.531628672411227,25.857271419404306,0.34286753021776034,0.9415667808219178
Average,1532.8981411816487,38.632126988036184,31.85256107525738,0.3440451129865811,0.9545519406392694
