peak_t+1,postinflex_t+1,preinflex_t+1
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
100.0,145.0,55.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
190.0,213.0,167.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
65.0,79.0,52.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
161.0,186.0,135.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
157.0,197.0,117.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
163.0,203.0,123.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
117.0,145.0,89.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
79.0,99.0,59.0
