peak_t+1,postinflex_t+1,preinflex_t+1
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
74.0,91.0,57.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
79.0,107.0,51.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
127.0,140.0,114.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
64.0,71.0,58.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
125.0,175.0,75.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
147.0,171.0,122.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
153.0,169.0,137.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
70.0,86.0,53.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
137.0,189.0,85.0
