Date,Country/Region,day_of_week,Qtde Autorizados,Valor Autorizados,Qtde Autorizados_2019_mean,Valor Autorizados_2019_mean,populacao,Confirmed,Deaths,C1,C2,C3,C4,C5,C6,C7,C8
04/14/2020,BA,1,2289818.0,176580841.67,3040182.5342465756,227843397.2268768,14873064.0,36,0,1,1,1,1,0,1,1,0
04/15/2020,BA,2,2299232.0,180332618.49,3040182.5342465756,227843397.2268768,14873064.0,48,5,1,1,1,1,0,1,1,0
04/16/2020,BA,3,2363136.0,187985351.74,3040182.5342465756,227843397.2268768,14873064.0,144,3,1,1,1,1,0,1,1,0
04/17/2020,BA,4,2501868.0,199147752.66,3040182.5342465756,227843397.2268768,14873064.0,108,6,1,1,1,1,0,1,1,0
04/18/2020,BA,5,2477349.0,181157134.57,3040182.5342465756,227843397.2268768,14873064.0,134,1,1,1,1,1,0,1,1,0
04/19/2020,BA,6,1134902.0,76355878.51,3040182.5342465756,227843397.2268768,14873064.0,37,8,1,1,1,1,0,1,1,0
04/20/2020,BA,0,2444290.0,189459347.2,3040182.5342465756,227843397.2268768,14873064.0,111,1,1,1,1,1,0,1,1,0
04/21/2020,BA,1,1361543.0,97960658.13,3040182.5342465756,227843397.2268768,14873064.0,148,1,1,1,1,1,0,1,1,0
04/22/2020,BA,2,2544824.0,202032026.67,3040182.5342465756,227843397.2268768,14873064.0,155,3,1,1,1,1,0,1,1,0
04/23/2020,BA,3,2268659.0,183276726.02,3040182.5342465756,227843397.2268768,14873064.0,145,9,1,1,1,1,0,1,1,0
04/24/2020,BA,4,2575845.0,213120927.53,3040182.5342465756,227843397.2268768,14873064.0,173,5,1,1,1,1,0,1,1,0
04/25/2020,BA,5,2572207.0,195475278.61,3040182.5342465756,227843397.2268768,14873064.0,119,6,1,1,1,1,0,1,1,0
04/26/2020,BA,6,1128662.0,77857998.28,3040182.5342465756,227843397.2268768,14873064.0,128,3,1,1,1,1,0,1,1,0
04/27/2020,BA,0,2428891.0,197052081.95,3040182.5342465756,227843397.2268768,14873064.0,145,3,1,1,1,1,0,1,1,0
04/28/2020,BA,1,2496992.0,214331557.96,3040182.5342465756,227843397.2268768,14873064.0,186,10,1,1,1,1,0,1,1,0
04/29/2020,BA,2,2570508.0,228392578.86,3040182.5342465756,227843397.2268768,14873064.0,106,10,1,1,1,1,0,1,1,0
04/30/2020,BA,3,3051299.0,297984034.81,3040182.5342465756,227843397.2268768,14873064.0,205,8,1,1,1,1,0,1,1,0
05/01/2020,BA,4,1408898.0,110396499.24,3040182.5342465756,227843397.2268768,14873064.0,234,13,1,1,1,1,0,1,1,0
05/02/2020,BA,5,2870876.0,237138012.12,3040182.5342465756,227843397.2268768,14873064.0,182,6,1,1,1,1,0,1,1,0
05/03/2020,BA,6,1238197.0,90151863.86,3040182.5342465756,227843397.2268768,14873064.0,228,0,1,1,1,1,0,1,1,0
05/04/2020,BA,0,2639325.0,221528405.13,3040182.5342465756,227843397.2268768,14873064.0,239,18,1,1,1,1,0,1,0,0
05/05/2020,BA,1,2650975.0,231440896.83,3040182.5342465756,227843397.2268768,14873064.0,306,5,1,1,1,1,0,1,0,0
05/06/2020,BA,2,2650346.0,235146532.83,3040182.5342465756,227843397.2268768,14873064.0,261,14,1,1,1,1,0,1,0,0
05/07/2020,BA,3,2712102.0,244799452.52,3040182.5342465756,227843397.2268768,14873064.0,227,5,1,1,1,1,0,1,0,0
05/08/2020,BA,4,2902819.0,267030905.87,3040182.5342465756,227843397.2268768,14873064.0,290,18,1,1,1,1,0,1,1,0
05/09/2020,BA,5,2845361.0,242358193.39,3040182.5342465756,227843397.2268768,14873064.0,356,13,1,1,1,1,0,1,1,0
05/10/2020,BA,6,1215719.0,86799137.39,3040182.5342465756,227843397.2268768,14873064.0,384,6,1,1,1,1,0,1,1,0
05/11/2020,BA,0,2400733.0,199858516.06,3040182.5342465756,227843397.2268768,14873064.0,250,9,1,1,1,1,0,1,1,0
05/12/2020,BA,1,2401352.0,201592328.77,3040182.5342465756,227843397.2268768,14873064.0,396,14,1,1,1,1,0,1,1,0
05/13/2020,BA,2,2345757.0,194676539.75,3040182.5342465756,227843397.2268768,14873064.0,343,11,1,1,1,1,0,1,1,0
05/14/2020,BA,3,2405038.0,199916436.84,3040182.5342465756,227843397.2268768,14873064.0,408,26,1,1,1,1,0,1,1,0
05/15/2020,BA,4,2599634.0,215233419.29,3040182.5342465756,227843397.2268768,14873064.0,1173,19,1,1,1,1,0,1,1,0
05/16/2020,BA,5,2559504.0,195441187.58,3040182.5342465756,227843397.2268768,14873064.0,186,5,1,1,1,1,0,1,1,0
05/17/2020,BA,6,1121624.0,77321558.68,3040182.5342465756,227843397.2268768,14873064.0,129,9,1,1,1,1,0,1,0,0
05/18/2020,BA,0,2403251.0,193461622.57,3040182.5342465756,227843397.2268768,14873064.0,138,17,1,1,1,1,0,1,0,0
05/19/2020,BA,1,2182315.0,181826825.19,3040182.5342465756,227843397.2268768,14873064.0,2432,14,1,1,1,1,0,1,0,0
05/20/2020,BA,2,2403588.0,198573154.34,3040182.5342465756,227843397.2268768,14873064.0,184,36,1,1,1,1,0,1,0,0
05/21/2020,BA,3,2148152.0,182742803.42,3040182.5342465756,227843397.2268768,14873064.0,744,14,1,1,1,1,0,1,0,0
05/22/2020,BA,4,2571570.0,213620260.12,3040182.5342465756,227843397.2268768,14873064.0,616,23,1,1,1,1,0,1,0,0
05/23/2020,BA,5,2569268.0,198920031.91,3040182.5342465756,227843397.2268768,14873064.0,443,14,1,1,1,1,0,1,0,0
05/24/2020,BA,6,1163678.0,83189571.23,3040182.5342465756,227843397.2268768,14873064.0,899,47,1,1,1,1,0,1,0,0
05/25/2020,BA,0,1925916.0,154958561.9,3040182.5342465756,227843397.2268768,14873064.0,305,17,1,1,1,1,0,1,0,0
05/26/2020,BA,1,1841371.0,148360274.78,3040182.5342465756,227843397.2268768,14873064.0,362,18,1,1,1,1,0,1,0,0
05/27/2020,BA,2,2373811.0,206826477.86,3040182.5342465756,227843397.2268768,14873064.0,504,36,1,1,1,1,0,1,0,0
05/28/2020,BA,3,2499824.0,223848071.42,3040182.5342465756,227843397.2268768,14873064.0,893,39,1,1,1,1,0,1,0,0
05/29/2020,BA,4,2673701.0,250811404.18,3040182.5342465756,227843397.2268768,14873064.0,954,39,1,1,1,1,0,1,0,0
05/30/2020,BA,5,2787972.0,257097137.17,3040182.5342465756,227843397.2268768,14873064.0,709,29,1,1,1,1,0,1,0,0
05/31/2020,BA,6,1258373.0,103276524.36,3040182.5342465756,227843397.2268768,14873064.0,766,29,1,1,1,1,0,1,0,0
06/01/2020,BA,0,2652579.0,232228020.29,3040182.5342465756,227843397.2268768,14873064.0,506,34,1,1,1,1,0,1,1,0
06/02/2020,BA,1,2633887.0,235237389.49,3040182.5342465756,227843397.2268768,14873064.0,2532,35,1,1,1,1,0,1,1,0
06/03/2020,BA,2,2587546.0,230330167.72,3040182.5342465756,227843397.2268768,14873064.0,1021,26,1,1,1,1,0,1,1,0
06/04/2020,BA,3,2484912.0,225791193.16,3040182.5342465756,227843397.2268768,14873064.0,1012,28,1,1,1,1,0,1,1,0
06/05/2020,BA,4,2771323.0,252088162.6,3040182.5342465756,227843397.2268768,14873064.0,2956,29,1,1,1,1,0,1,1,0
06/06/2020,BA,5,2724251.0,234149406.03,3040182.5342465756,227843397.2268768,14873064.0,977,27,1,1,1,1,0,1,1,0
06/07/2020,BA,6,1240368.0,96544706.23,3040182.5342465756,227843397.2268768,14873064.0,854,33,1,1,1,1,0,1,1,0
06/08/2020,BA,0,2772896.0,237354713.54,3040182.5342465756,227843397.2268768,14873064.0,465,31,1,1,1,1,0,1,1,0
06/09/2020,BA,1,2635723.0,229511111.82,3040182.5342465756,227843397.2268768,14873064.0,1766,27,1,1,1,1,0,1,1,0
06/10/2020,BA,2,2807982.0,247262459.77,3040182.5342465756,227843397.2268768,14873064.0,2204,38,1,1,1,1,0,1,1,0
06/11/2020,BA,3,1822211.0,154619380.87,3040182.5342465756,227843397.2268768,14873064.0,1206,38,1,1,1,1,0,1,1,0
06/12/2020,BA,4,3103487.0,265836268.37,3040182.5342465756,227843397.2268768,14873064.0,774,26,1,1,1,1,0,1,1,0
06/13/2020,BA,5,2545698.0,201560623.81,3040182.5342465756,227843397.2268768,14873064.0,1123,30,1,1,1,1,0,1,1,0
06/14/2020,BA,6,1198487.0,87371513.18,3040182.5342465756,227843397.2268768,14873064.0,613,36,1,1,1,1,0,1,1,0
06/15/2020,BA,0,2528219.0,215681510.32,3040182.5342465756,227843397.2268768,14873064.0,1219,40,1,1,1,1,0,1,1,0
06/16/2020,BA,1,2474343.0,219056993.13,3040182.5342465756,227843397.2268768,14873064.0,1586,36,1,1,1,1,0,1,1,0
06/17/2020,BA,2,2486979.0,220089229.26,3040182.5342465756,227843397.2268768,14873064.0,1720,41,1,1,1,1,0,1,1,0
06/18/2020,BA,3,2559112.0,226504348.79,3040182.5342465756,227843397.2268768,14873064.0,651,41,1,1,1,1,0,1,1,0
06/19/2020,BA,4,1938914.0,165806957.23,3040182.5342465756,227843397.2268768,14873064.0,2345,42,1,1,1,1,0,1,1,0
06/20/2020,BA,5,3178813.0,274406853.77,3040182.5342465756,227843397.2268768,14873064.0,1382,45,1,1,1,1,0,1,1,0
06/21/2020,BA,6,1272280.0,97707325.9,3040182.5342465756,227843397.2268768,14873064.0,975,41,1,1,1,1,0,1,1,0
06/22/2020,BA,0,2737412.0,238881598.11,3040182.5342465756,227843397.2268768,14873064.0,807,50,1,1,1,1,0,1,1,0
06/23/2020,BA,1,2883293.0,234163810.7,3040182.5342465756,227843397.2268768,14873064.0,1998,50,1,1,1,1,0,1,1,0
06/24/2020,BA,2,2034802.0,161960418.81,3040182.5342465756,227843397.2268768,14873064.0,2847,50,1,1,1,1,0,1,1,0
06/25/2020,BA,3,2348827.0,208596485.66,3040182.5342465756,227843397.2268768,14873064.0,2360,60,1,1,1,1,0,1,1,0
06/26/2020,BA,4,2839007.0,256754504.55,3040182.5342465756,227843397.2268768,14873064.0,2131,41,1,1,1,1,0,1,1,0
06/27/2020,BA,5,2641150.0,220554247.12,3040182.5342465756,227843397.2268768,14873064.0,8822,55,1,1,1,1,0,1,1,0
06/28/2020,BA,6,1203391.0,90206501.72,3040182.5342465756,227843397.2268768,14873064.0,3251,51,1,1,1,1,0,1,1,0
06/29/2020,BA,0,2614699.0,243387988.13,3040182.5342465756,227843397.2268768,14873064.0,972,52,1,1,1,1,0,1,1,0
06/30/2020,BA,1,2895307.0,301646961.02,3040182.5342465756,227843397.2268768,14873064.0,3840,53,1,1,1,1,0,1,1,0
07/01/2020,BA,2,2807140.0,259204945.08,3040182.5342465756,227843397.2268768,14873064.0,3178,49,1,1,1,1,0,1,1,0
07/02/2020,BA,3,2708145.0,248395695.82,3040182.5342465756,227843397.2268768,14873064.0,2864,45,1,1,1,1,0,1,1,0
07/03/2020,BA,4,2985093.0,279918229.65,3040182.5342465756,227843397.2268768,14873064.0,2965,54,1,1,1,1,0,1,1,0
07/04/2020,BA,5,2874598.0,254530551.67,3040182.5342465756,227843397.2268768,14873064.0,3171,49,1,1,1,1,0,1,1,0
07/05/2020,BA,6,1307194.0,104534737.01,3040182.5342465756,227843397.2268768,14873064.0,1563,57,1,1,1,1,0,1,1,0
07/06/2020,BA,0,2708500.0,242144296.35,3040182.5342465756,227843397.2268768,14873064.0,1231,61,1,1,1,1,0,1,1,0
07/07/2020,BA,1,2668843.0,242407539.9,3040182.5342465756,227843397.2268768,14873064.0,3675,48,1,1,1,1,0,1,1,0
07/08/2020,BA,2,2638067.0,240194586.39,3040182.5342465756,227843397.2268768,14873064.0,3582,61,1,1,1,1,0,1,1,0
07/09/2020,BA,3,2500582.0,228581866.9,3040182.5342465756,227843397.2268768,14873064.0,2783,51,1,1,1,1,0,1,1,0
07/10/2020,BA,4,2879104.0,260038605.08,3040182.5342465756,227843397.2268768,14873064.0,2867,55,1,1,1,1,0,1,1,0
07/11/2020,BA,5,2733504.0,234157135.72,3040182.5342465756,227843397.2268768,14873064.0,3002,53,1,1,1,1,0,1,1,0
07/12/2020,BA,6,1245813.0,96096478.53,3040182.5342465756,227843397.2268768,14873064.0,1575,47,1,1,1,1,0,1,1,0
07/13/2020,BA,0,2557360.0,219450402.42,3040182.5342465756,227843397.2268768,14873064.0,1128,52,1,1,1,1,0,1,1,0
07/14/2020,BA,1,2441154.0,217351037.13,3040182.5342465756,227843397.2268768,14873064.0,3138,49,1,1,1,1,0,1,1,0
07/15/2020,BA,2,2492196.0,217434961.35,3040182.5342465756,227843397.2268768,14873064.0,2964,54,1,1,1,1,0,1,1,0
07/16/2020,BA,3,2472030.0,222040310.62,3040182.5342465756,227843397.2268768,14873064.0,3380,55,1,1,1,1,0,1,1,0
07/17/2020,BA,4,2588763.0,230234238.56,3040182.5342465756,227843397.2268768,14873064.0,2284,45,1,1,1,1,0,1,1,0
07/18/2020,BA,5,2651360.0,217355089.44,3040182.5342465756,227843397.2268768,14873064.0,1581,55,1,1,1,1,0,1,1,0
07/19/2020,BA,6,1144652.0,85111248.06,3040182.5342465756,227843397.2268768,14873064.0,1931,47,1,1,1,1,0,1,1,0
07/20/2020,BA,0,2614933.0,225263966.65,3040182.5342465756,227843397.2268768,14873064.0,1123,51,1,1,1,1,0,0,1,0
07/21/2020,BA,1,2538633.0,226186479.76,3040182.5342465756,227843397.2268768,14873064.0,3552,45,1,1,1,1,0,0,1,0
07/22/2020,BA,2,2587198.0,228168124.52,3040182.5342465756,227843397.2268768,14873064.0,6401,52,1,0,1,1,0,0,1,0
07/23/2020,BA,3,2631110.0,231649112.63,3040182.5342465756,227843397.2268768,14873064.0,5113,56,1,0,1,1,1,0,1,0
07/24/2020,BA,4,2886598.0,257845186.05,3040182.5342465756,227843397.2268768,14873064.0,4409,52,1,0,1,1,1,0,1,0
07/25/2020,BA,5,2823302.0,233948738.02,3040182.5342465756,227843397.2268768,14873064.0,3632,44,1,0,1,1,1,0,1,0
07/26/2020,BA,6,1224008.0,91430750.62,3040182.5342465756,227843397.2268768,14873064.0,1780,42,1,0,1,1,1,0,1,0
07/27/2020,BA,0,2680847.0,240514541.99,3040182.5342465756,227843397.2268768,14873064.0,930,45,1,0,1,1,1,0,1,0
07/28/2020,BA,1,2835232.0,256192889.24,3040182.5342465756,227843397.2268768,14873064.0,4204,43,1,0,1,1,1,0,1,0
07/29/2020,BA,2,2889168.0,264467123.15,3040182.5342465756,227843397.2268768,14873064.0,4021,51,1,0,1,1,1,0,1,0
07/30/2020,BA,3,2926174.0,279449588.61,3040182.5342465756,227843397.2268768,14873064.0,4296,70,1,0,1,1,1,0,1,0
07/31/2020,BA,4,3258088.0,340235305.8,3040182.5342465756,227843397.2268768,14873064.0,4524,72,1,0,1,1,1,0,1,0
08/01/2020,BA,5,3031808.0,273310834.19,3040182.5342465756,227843397.2268768,14873064.0,2772,54,1,0,1,1,0,0,1,0
08/02/2020,BA,6,1327220.0,110634412.32,3040182.5342465756,227843397.2268768,14873064.0,1550,55,1,0,1,1,0,0,1,0
08/03/2020,BA,0,2890350.0,263565170.74,3040182.5342465756,227843397.2268768,14873064.0,915,52,1,0,1,1,0,0,1,0
08/04/2020,BA,1,2721074.0,252940040.92,3040182.5342465756,227843397.2268768,14873064.0,3998,54,1,0,1,1,0,0,1,0
08/05/2020,BA,2,2892820.0,271528231.96,3040182.5342465756,227843397.2268768,14873064.0,4348,58,1,0,1,1,0,0,1,0
08/06/2020,BA,3,2933626.0,281049504.95,3040182.5342465756,227843397.2268768,14873064.0,3953,53,1,0,1,1,1,0,1,0
08/07/2020,BA,4,3311431.0,316726915.82,3040182.5342465756,227843397.2268768,14873064.0,4202,54,1,0,1,1,1,0,1,0
08/08/2020,BA,5,3279161.0,302196319.93,3040182.5342465756,227843397.2268768,14873064.0,3509,56,1,0,1,1,1,0,1,0
08/09/2020,BA,6,1314924.0,104740520.07,3040182.5342465756,227843397.2268768,14873064.0,1628,54,1,0,1,1,1,0,1,0
08/10/2020,BA,0,2853177.0,256293345.37,3040182.5342465756,227843397.2268768,14873064.0,1068,58,1,0,1,1,1,0,1,0
08/11/2020,BA,1,2807411.0,254407778.6,3040182.5342465756,227843397.2268768,14873064.0,4670,56,1,0,1,1,1,0,1,0
08/12/2020,BA,2,2784486.0,251889167.6,3040182.5342465756,227843397.2268768,14873064.0,4253,68,1,0,1,1,1,0,1,0
08/13/2020,BA,3,2794897.0,252647977.9,3040182.5342465756,227843397.2268768,14873064.0,3935,67,1,0,1,1,1,0,1,0
08/14/2020,BA,4,3002589.0,268781294.97,3040182.5342465756,227843397.2268768,14873064.0,4038,69,1,0,1,1,1,0,1,0
08/15/2020,BA,5,2973680.0,249803949.64,3040182.5342465756,227843397.2268768,14873064.0,3386,67,1,0,1,1,1,0,1,0
08/16/2020,BA,6,1292386.0,99045948.15,3040182.5342465756,227843397.2268768,14873064.0,1651,68,1,0,1,1,1,0,1,0
08/17/2020,BA,0,2804696.0,243297367.52,3040182.5342465756,227843397.2268768,14873064.0,1085,69,1,0,1,1,1,0,1,0
08/18/2020,BA,1,2778132.0,243321694.24,3040182.5342465756,227843397.2268768,14873064.0,3926,67,1,0,1,1,1,0,1,0
08/19/2020,BA,2,2809961.0,249335106.56,3040182.5342465756,227843397.2268768,14873064.0,3618,69,1,0,1,1,1,0,1,0
08/20/2020,BA,3,2864869.0,254663748.06,3040182.5342465756,227843397.2268768,14873064.0,3937,74,1,0,1,1,1,0,1,0
08/21/2020,BA,4,3104076.0,278220084.54,3040182.5342465756,227843397.2268768,14873064.0,1147,72,1,0,1,1,1,0,1,0
08/22/2020,BA,5,3060098.0,254405568.53,3040182.5342465756,227843397.2268768,14873064.0,4461,75,1,0,1,1,1,0,1,0
08/23/2020,BA,6,1248660.0,94143763.12,3040182.5342465756,227843397.2268768,14873064.0,1846,73,1,0,1,1,1,0,1,0
08/24/2020,BA,0,2736813.0,243435906.94,3040182.5342465756,227843397.2268768,14873064.0,1158,76,1,0,1,1,1,0,1,0
08/25/2020,BA,1,2858671.0,258150106.79,3040182.5342465756,227843397.2268768,14873064.0,3731,70,1,0,1,1,1,0,1,0
08/26/2020,BA,2,2871545.0,261955774.24,3040182.5342465756,227843397.2268768,14873064.0,4082,65,1,0,1,1,1,0,1,0
08/27/2020,BA,3,2918828.0,271264670.43,3040182.5342465756,227843397.2268768,14873064.0,2832,62,1,0,1,1,1,0,1,0
08/28/2020,BA,4,3255928.0,304190038.33,3040182.5342465756,227843397.2268768,14873064.0,3124,65,1,0,1,1,1,0,1,0
08/29/2020,BA,5,3191248.0,283571061.24,3040182.5342465756,227843397.2268768,14873064.0,3813,59,1,0,1,1,1,0,1,0
08/30/2020,BA,6,1399631.0,112884455.0,3040182.5342465756,227843397.2268768,14873064.0,1272,42,1,0,1,1,1,0,1,0
08/31/2020,BA,0,3215076.0,334901552.99,3040182.5342465756,227843397.2268768,14873064.0,665,53,1,0,1,1,1,0,1,0
09/01/2020,BA,1,2867324.0,266847864.59,3040182.5342465756,227843397.2268768,14873064.0,2691,51,1,0,1,1,1,0,1,0
09/02/2020,BA,2,3046240.0,286925047.82,3040182.5342465756,227843397.2268768,14873064.0,2881,54,1,0,1,1,1,0,1,0
09/03/2020,BA,3,3092026.0,290428486.62,3040182.5342465756,227843397.2268768,14873064.0,3440,47,1,0,1,1,1,0,1,0
09/04/2020,BA,4,3231164.0,306202057.55,3040182.5342465756,227843397.2268768,14873064.0,2398,41,1,0,1,1,1,0,1,0
09/05/2020,BA,5,3374569.0,306300339.71,3040182.5342465756,227843397.2268768,14873064.0,2040,37,1,0,1,1,1,0,1,0
09/06/2020,BA,6,1491382.0,123639385.98,3040182.5342465756,227843397.2268768,14873064.0,1048,31,1,0,1,1,1,0,1,0
09/07/2020,BA,0,1616523.0,132949506.45,3040182.5342465756,227843397.2268768,14873064.0,738,35,1,0,1,1,1,0,1,0
02/15/2020,ES,5,1870636.0,129003411.13,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/16/2020,ES,6,743135.0,43578458.25,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/17/2020,ES,0,1571568.0,102077413.27,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/18/2020,ES,1,1607003.0,106373508.9,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/19/2020,ES,2,1735687.0,115623825.86,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/20/2020,ES,3,1756682.0,124884594.4,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/21/2020,ES,4,1936252.0,145689816.95,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/22/2020,ES,5,1858306.0,132111012.42,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/23/2020,ES,6,767963.0,43249714.95,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/24/2020,ES,0,1163276.0,63935367.51,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/25/2020,ES,1,816411.0,43173804.08,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/26/2020,ES,2,1603195.0,103515582.05,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/27/2020,ES,3,1641132.0,111264962.41,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/28/2020,ES,4,1738009.0,133679846.94,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
02/29/2020,ES,5,1874805.0,147964473.35,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/01/2020,ES,6,779350.0,48105239.44,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/02/2020,ES,0,1649980.0,108013534.07,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/03/2020,ES,1,1654370.0,110005917.72,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/04/2020,ES,2,1633250.0,108993450.64,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/05/2020,ES,3,1644838.0,110711375.4,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/06/2020,ES,4,1890380.0,132858674.62,1522913.0630136987,103535979.74898636,4018650.0,1,0,0,0,0,0,0,0,0,0
03/07/2020,ES,5,1922197.0,144201711.72,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/08/2020,ES,6,766908.0,46849037.68,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/09/2020,ES,0,1724920.0,110671768.14,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/10/2020,ES,1,1626864.0,105484536.85,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/11/2020,ES,2,1704478.0,110124040.09,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/12/2020,ES,3,1610333.0,106286980.11,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/13/2020,ES,4,1786351.0,122399348.01,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/14/2020,ES,5,1791580.0,127090085.19,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/15/2020,ES,6,761933.0,45294488.06,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/16/2020,ES,0,1708496.0,116190867.44,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,0,0,0,0,0,0,0
03/17/2020,ES,1,1692917.0,124361443.2,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,1,1,1,0,0,0,0
03/18/2020,ES,2,1617591.0,115578873.44,1522913.0630136987,103535979.74898636,4018650.0,8,0,0,1,1,1,0,0,0,0
03/19/2020,ES,3,1540365.0,118365616.31,1522913.0630136987,103535979.74898636,4018650.0,2,0,0,1,1,1,0,0,0,0
03/20/2020,ES,4,1634890.0,134297973.66,1522913.0630136987,103535979.74898636,4018650.0,2,0,0,1,1,1,0,0,0,0
03/21/2020,ES,5,1384324.0,107691686.78,1522913.0630136987,103535979.74898636,4018650.0,13,0,0,1,1,1,0,0,0,0
03/22/2020,ES,6,417534.0,24504345.55,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,1,1,1,0,0,0,0
03/23/2020,ES,0,1120210.0,76378714.95,1522913.0630136987,103535979.74898636,4018650.0,3,0,0,1,1,1,0,0,0,0
03/24/2020,ES,1,1023984.0,66107664.39,1522913.0630136987,103535979.74898636,4018650.0,4,0,0,1,1,1,0,0,0,0
03/25/2020,ES,2,1028506.0,66739244.19,1522913.0630136987,103535979.74898636,4018650.0,6,0,0,1,1,1,0,0,0,0
03/26/2020,ES,3,1018412.0,67188402.36,1522913.0630136987,103535979.74898636,4018650.0,0,0,0,1,1,1,0,0,0,0
03/27/2020,ES,4,1187015.0,79565996.66,1522913.0630136987,103535979.74898636,4018650.0,8,0,0,1,1,1,0,0,0,0
03/28/2020,ES,5,1227635.0,78643695.89,1522913.0630136987,103535979.74898636,4018650.0,6,0,0,1,1,1,0,0,0,0
03/29/2020,ES,6,440858.0,22654986.11,1522913.0630136987,103535979.74898636,4018650.0,7,0,0,1,1,1,0,0,0,0
03/30/2020,ES,0,1126289.0,77979861.33,1522913.0630136987,103535979.74898636,4018650.0,12,0,0,1,1,1,0,0,0,0
03/31/2020,ES,1,1217625.0,93101062.46,1522913.0630136987,103535979.74898636,4018650.0,12,0,0,1,1,1,0,0,0,0
04/01/2020,ES,2,1206852.0,86125844.45,1522913.0630136987,103535979.74898636,4018650.0,12,0,0,1,1,1,0,0,0,0
04/02/2020,ES,3,1200639.0,86543294.91,1522913.0630136987,103535979.74898636,4018650.0,24,1,0,1,1,1,0,0,0,0
04/03/2020,ES,4,1286131.0,94566369.7,1522913.0630136987,103535979.74898636,4018650.0,19,3,0,1,1,1,0,0,0,0
04/04/2020,ES,5,1371492.0,97235000.56,1522913.0630136987,103535979.74898636,4018650.0,14,1,1,1,1,1,0,0,0,0
04/05/2020,ES,6,481851.0,26738923.37,1522913.0630136987,103535979.74898636,4018650.0,13,1,1,1,1,1,0,0,0,0
04/06/2020,ES,0,1270207.0,90746975.57,1522913.0630136987,103535979.74898636,4018650.0,28,0,1,1,1,1,0,0,0,0
04/07/2020,ES,1,1333488.0,97157938.44,1522913.0630136987,103535979.74898636,4018650.0,15,0,1,1,1,1,0,0,0,0
04/08/2020,ES,2,1391003.0,103119174.34,1522913.0630136987,103535979.74898636,4018650.0,18,0,1,1,1,1,0,0,0,0
04/09/2020,ES,3,1527194.0,111553465.71,1522913.0630136987,103535979.74898636,4018650.0,46,0,1,1,1,1,0,0,0,0
04/10/2020,ES,4,699585.0,39820072.15,1522913.0630136987,103535979.74898636,4018650.0,27,1,1,1,1,1,0,0,0,0
04/11/2020,ES,5,1492350.0,96827374.49,1522913.0630136987,103535979.74898636,4018650.0,49,2,1,1,1,1,0,0,0,0
04/12/2020,ES,6,464358.0,23130859.2,1522913.0630136987,103535979.74898636,4018650.0,34,0,1,1,1,1,0,0,0,0
04/13/2020,ES,0,1210136.0,79011074.46,1522913.0630136987,103535979.74898636,4018650.0,47,5,1,1,1,1,0,0,0,0
