C1,C2,C3,C4,C5,C6,C7,C8,Confirmed,Country/Region,Date,Deaths,estagio
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Chad,03/25/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Chad,03/26/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Chad,03/27/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Chad,03/28/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Chad,03/29/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Chad,03/30/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Chad,03/31/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Chad,04/01/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,Chad,04/02/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Chad,04/03/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,Chad,04/04/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Chad,04/05/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Chad,04/06/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,Chad,04/07/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Chad,04/08/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,Chad,04/09/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Chad,04/10/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Chad,04/11/2020,0.0,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,Chad,04/12/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Chad,04/13/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/14/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/15/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Chad,04/16/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/17/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Chad,04/18/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/19/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/20/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/21/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/22/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/23/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Chad,04/24/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Chad,04/25/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/26/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/27/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Chad,04/28/2020,2.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,04/29/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,Chad,04/30/2020,3.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,05/01/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,Chad,05/02/2020,5.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,05/03/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,05/04/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0,Chad,05/05/2020,7.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,05/06/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.0,Chad,05/07/2020,10.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Chad,05/08/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62.0,Chad,05/09/2020,3.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,05/10/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Chad,05/11/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,Chad,05/12/2020,9.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,Chad,05/13/2020,2.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,Chad,05/14/2020,4.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,Chad,05/15/2020,2.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,Chad,05/16/2020,2.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,Chad,05/17/2020,3.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,Chad,05/18/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,26.0,Chad,05/19/2020,3.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,Chad,05/20/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,Chad,05/21/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,Chad,05/22/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,37.0,Chad,05/23/2020,2.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,27.0,Chad,05/24/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,Chad,05/25/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0,Chad,05/26/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,Chad,05/27/2020,2.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,Chad,05/28/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,33.0,Chad,05/29/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,05/30/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,19.0,Chad,05/31/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,Chad,06/01/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0,Chad,06/02/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,Chad,06/03/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,Chad,06/04/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,Chad,06/05/2020,2.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/06/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,06/07/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,06/08/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,Chad,06/09/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,06/10/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,06/11/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/12/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/13/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,06/14/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/15/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,Chad,06/16/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,06/17/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/18/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,Chad,06/19/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/20/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/21/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/22/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,06/23/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/24/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,Chad,06/25/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,06/26/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/27/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,06/28/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/29/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,06/30/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/01/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,07/02/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,Chad,07/03/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/04/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,07/05/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/06/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,07/07/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/08/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/09/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,07/10/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/11/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,Chad,07/12/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/13/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,Chad,07/14/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,07/15/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,07/16/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,07/17/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,07/18/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/19/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/20/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/21/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/22/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,26.0,Chad,07/23/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/24/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/25/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/26/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,Chad,07/27/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,Chad,07/28/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,07/29/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,Chad,07/30/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,07/31/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,08/01/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,08/02/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,08/03/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,08/04/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,08/05/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,Chad,08/06/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,08/07/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,08/08/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,08/09/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,08/10/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,08/11/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,Chad,08/12/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,08/13/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Chad,08/14/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,08/15/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,Chad,08/16/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,Chad,08/17/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,Chad,08/18/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,08/19/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,08/20/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,Chad,08/21/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,08/22/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,Chad,08/23/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,08/24/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,Chad,08/25/2020,1.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,Chad,08/26/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,Chad,08/27/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,Chad,08/28/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,08/29/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,Chad,08/30/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,08/31/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,Chad,09/01/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Chad,09/02/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,09/03/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,Chad,09/04/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,Chad,09/05/2020,0.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,Chad,09/06/2020,2.0,5.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Chad,09/07/2020,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Congo (Kinshasa),03/11/2020,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Congo (Kinshasa),03/12/2020,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Congo (Kinshasa),03/13/2020,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Congo (Kinshasa),03/14/2020,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Congo (Kinshasa),03/15/2020,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Congo (Kinshasa),03/16/2020,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Congo (Kinshasa),03/17/2020,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Congo (Kinshasa),03/18/2020,0.0,5.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,Congo (Kinshasa),03/19/2020,0.0,5.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,Congo (Kinshasa),03/20/2020,0.0,5.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,Congo (Kinshasa),03/21/2020,1.0,5.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,Congo (Kinshasa),03/22/2020,0.0,5.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,Congo (Kinshasa),03/23/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,Congo (Kinshasa),03/24/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,Congo (Kinshasa),03/25/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,Congo (Kinshasa),03/26/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Congo (Kinshasa),03/27/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,Congo (Kinshasa),03/28/2020,3.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Congo (Kinshasa),03/29/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,16.0,Congo (Kinshasa),03/30/2020,2.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,Congo (Kinshasa),03/31/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,Congo (Kinshasa),04/01/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,25.0,Congo (Kinshasa),04/02/2020,4.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Congo (Kinshasa),04/03/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,Congo (Kinshasa),04/04/2020,5.0,5.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Congo (Kinshasa),04/05/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Congo (Kinshasa),04/06/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,Congo (Kinshasa),04/07/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Congo (Kinshasa),04/08/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Congo (Kinshasa),04/09/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,Congo (Kinshasa),04/10/2020,2.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,Congo (Kinshasa),04/11/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,Congo (Kinshasa),04/12/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Congo (Kinshasa),04/13/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Congo (Kinshasa),04/14/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,Congo (Kinshasa),04/15/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,Congo (Kinshasa),04/16/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,Congo (Kinshasa),04/17/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,Congo (Kinshasa),04/18/2020,2.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,Congo (Kinshasa),04/19/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Congo (Kinshasa),04/20/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,Congo (Kinshasa),04/21/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,Congo (Kinshasa),04/22/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,Congo (Kinshasa),04/23/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,Congo (Kinshasa),04/24/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,Congo (Kinshasa),04/25/2020,3.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,Congo (Kinshasa),04/26/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,Congo (Kinshasa),04/27/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,Congo (Kinshasa),04/28/2020,2.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,Congo (Kinshasa),04/29/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.0,Congo (Kinshasa),04/30/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,Congo (Kinshasa),05/01/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,Congo (Kinshasa),05/02/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Congo (Kinshasa),05/03/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,Congo (Kinshasa),05/04/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,Congo (Kinshasa),05/05/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,92.0,Congo (Kinshasa),05/06/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,Congo (Kinshasa),05/07/2020,1.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.0,Congo (Kinshasa),05/08/2020,3.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Congo (Kinshasa),05/09/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,Congo (Kinshasa),05/10/2020,2.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,Congo (Kinshasa),05/11/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78.0,Congo (Kinshasa),05/12/2020,3.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,Congo (Kinshasa),05/13/2020,6.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.0,Congo (Kinshasa),05/14/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,Congo (Kinshasa),05/15/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,157.0,Congo (Kinshasa),05/16/2020,11.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Congo (Kinshasa),05/17/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.0,Congo (Kinshasa),05/18/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0,Congo (Kinshasa),05/19/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.0,Congo (Kinshasa),05/20/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104.0,Congo (Kinshasa),05/21/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,Congo (Kinshasa),05/22/2020,2.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,Congo (Kinshasa),05/23/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116.0,Congo (Kinshasa),05/24/2020,0.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,156.0,Congo (Kinshasa),05/25/2020,4.0,5.0
