C1,C2,C3,C4,C5,C6,C7,C8,Confirmed,Country/Region,Date,Deaths,estagio
1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,Albania,03/09/2020,0.0,4.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,Albania,03/10/2020,0.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,Albania,03/11/2020,1.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,Albania,03/12/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,Albania,03/13/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Albania,03/14/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Albania,03/15/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,Albania,03/16/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Albania,03/17/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Albania,03/18/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Albania,03/19/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Albania,03/20/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Albania,03/21/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,Albania,03/22/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,Albania,03/23/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,Albania,03/24/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,Albania,03/25/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,Albania,03/26/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,Albania,03/27/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,Albania,03/28/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,Albania,03/29/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,Albania,03/30/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,Albania,03/31/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,Albania,04/01/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,Albania,04/02/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,Albania,04/03/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,Albania,04/04/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,Albania,04/05/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,Albania,04/06/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Albania,04/07/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,Albania,04/08/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,Albania,04/09/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Albania,04/10/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,Albania,04/11/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,Albania,04/12/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,Albania,04/13/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,Albania,04/14/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,Albania,04/15/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,Albania,04/16/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,Albania,04/17/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,Albania,04/18/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,Albania,04/19/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,Albania,04/20/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,Albania,04/21/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,Albania,04/22/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,Albania,04/23/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,Albania,04/24/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,Albania,04/25/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,Albania,04/26/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,Albania,04/27/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,Albania,04/28/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,Albania,04/29/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Albania,04/30/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,Albania,05/01/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Albania,05/02/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Albania,05/03/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,Albania,05/04/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,Albania,05/05/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,Albania,05/06/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,Albania,05/07/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,Albania,05/08/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Albania,05/09/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,Albania,05/10/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Albania,05/11/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Albania,05/12/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Albania,05/13/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,Albania,05/14/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,Albania,05/15/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,Albania,05/16/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,Albania,05/17/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Albania,05/18/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Albania,05/19/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,Albania,05/20/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Albania,05/21/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,Albania,05/22/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,Albania,05/23/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,Albania,05/24/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Albania,05/25/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,Albania,05/26/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,Albania,05/27/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,Albania,05/28/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,Albania,05/29/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,Albania,05/30/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,Albania,05/31/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,Albania,06/01/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,21.0,Albania,06/02/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,Albania,06/03/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,13.0,Albania,06/04/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,15.0,Albania,06/05/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,Albania,06/06/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,14.0,Albania,06/07/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17.0,Albania,06/08/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,36.0,Albania,06/09/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,42.0,Albania,06/10/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,44.0,Albania,06/11/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,31.0,Albania,06/12/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,48.0,Albania,06/13/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,57.0,Albania,06/14/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,69.0,Albania,06/15/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,82.0,Albania,06/16/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,Albania,06/17/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,66.0,Albania,06/18/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,Albania,06/19/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,53.0,Albania,06/20/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,71.0,Albania,06/21/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,33.0,Albania,06/22/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,52.0,Albania,06/23/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,67.0,Albania,06/24/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,78.0,Albania,06/25/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,77.0,Albania,06/26/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,61.0,Albania,06/27/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,72.0,Albania,06/28/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,64.0,Albania,06/29/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,69.0,Albania,06/30/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,45.0,Albania,07/01/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,82.0,Albania,07/02/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,90.0,Albania,07/03/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,67.0,Albania,07/04/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,74.0,Albania,07/05/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,71.0,Albania,07/06/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,74.0,Albania,07/07/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,68.0,Albania,07/08/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,82.0,Albania,07/09/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,90.0,Albania,07/10/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,93.0,Albania,07/11/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,83.0,Albania,07/12/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,117.0,Albania,07/13/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,96.0,Albania,07/14/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,85.0,Albania,07/15/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,99.0,Albania,07/16/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,55.0,Albania,07/17/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,102.0,Albania,07/18/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,82.0,Albania,07/19/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,81.0,Albania,07/20/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,119.0,Albania,07/21/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,68.0,Albania,07/22/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,108.0,Albania,07/23/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,104.0,Albania,07/24/2020,5.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,67.0,Albania,07/25/2020,6.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,126.0,Albania,07/26/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,117.0,Albania,07/27/2020,6.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,117.0,Albania,07/28/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,108.0,Albania,07/29/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,92.0,Albania,07/30/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,79.0,Albania,07/31/2020,3.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,120.0,Albania,08/01/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,123.0,Albania,08/02/2020,5.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,101.0,Albania,08/03/2020,6.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,130.0,Albania,08/04/2020,4.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,139.0,Albania,08/05/2020,6.0,4.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,127.0,Albania,08/06/2020,6.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,135.0,Albania,08/07/2020,1.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,124.0,Albania,08/08/2020,4.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,136.0,Albania,08/09/2020,6.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,125.0,Albania,08/10/2020,1.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,140.0,Albania,08/11/2020,5.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,141.0,Albania,08/12/2020,3.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,154.0,Albania,08/13/2020,5.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,146.0,Albania,08/14/2020,6.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,143.0,Albania,08/15/2020,6.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,120.0,Albania,08/16/2020,3.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,119.0,Albania,08/17/2020,2.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,155.0,Albania,08/18/2020,2.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,158.0,Albania,08/19/2020,2.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,155.0,Albania,08/20/2020,4.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,152.0,Albania,08/21/2020,2.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,156.0,Albania,08/22/2020,5.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,152.0,Albania,08/23/2020,5.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,178.0,Albania,08/24/2020,4.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,154.0,Albania,08/25/2020,5.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,168.0,Albania,08/26/2020,4.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,156.0,Albania,08/27/2020,3.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,112.0,Albania,08/28/2020,5.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,84.0,Albania,08/29/2020,4.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,101.0,Albania,08/30/2020,5.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,133.0,Albania,08/31/2020,4.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,93.0,Albania,09/01/2020,6.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,122.0,Albania,09/02/2020,6.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,116.0,Albania,09/03/2020,5.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,123.0,Albania,09/04/2020,5.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,135.0,Albania,09/05/2020,6.0,4.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,153.0,Albania,09/06/2020,4.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Angola,03/20/2020,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Angola,03/21/2020,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Angola,03/22/2020,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Angola,03/23/2020,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Angola,03/24/2020,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Angola,03/25/2020,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Angola,03/26/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,03/27/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,03/28/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,03/29/2020,2.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,03/30/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,03/31/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,04/01/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/02/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/03/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,04/04/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Angola,04/05/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,04/06/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,04/07/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,04/08/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/09/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/10/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/11/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/12/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/13/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/14/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/15/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/16/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/17/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Angola,04/18/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/19/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/20/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/21/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,04/22/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/23/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/24/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/25/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,04/26/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,04/27/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/28/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/29/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/30/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Angola,05/01/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Angola,05/02/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/03/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/04/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,05/05/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/06/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/07/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Angola,05/08/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/09/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,05/10/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/11/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/12/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/13/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Angola,05/14/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/15/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/16/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/17/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,05/18/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,05/19/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/20/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Angola,05/21/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,05/22/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,05/23/2020,1.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,Angola,05/24/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,05/25/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,05/26/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,05/27/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Angola,05/28/2020,0.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Angola,05/29/2020,0.0,4.0
