C1,C2,C3,C4,C5,C6,C7,C8,Confirmed,Country/Region,Date,Deaths,Qtde Autorizados,Qtde Autorizados_2019_mean,Valor Autorizados,Valor Autorizados_2019_mean,day_of_week,populacao
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,AC,03/19/2020,0.0,151555.0,157935.93424657534,11071687.93,11302107.061972605,3.0,881935.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,AC,03/20/2020,0.0,143065.0,157935.93424657534,10666185.42,11302107.061972605,4.0,881935.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,AC,03/21/2020,0.0,129421.0,157935.93424657534,10022350.32,11302107.061972605,5.0,881935.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,AC,03/22/2020,0.0,74233.0,157935.93424657534,4811909.35,11302107.061972605,6.0,881935.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,AC,03/23/2020,0.0,126547.0,157935.93424657534,9125267.83,11302107.061972605,0.0,881935.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,AC,03/24/2020,0.0,113769.0,157935.93424657534,8082546.47,11302107.061972605,1.0,881935.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,AC,03/25/2020,0.0,110401.0,157935.93424657534,8529185.19,11302107.061972605,2.0,881935.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,AC,03/26/2020,0.0,115394.0,157935.93424657534,8225028.89,11302107.061972605,3.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,AC,03/27/2020,0.0,123289.0,157935.93424657534,9143975.71,11302107.061972605,4.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,AC,03/28/2020,0.0,124575.0,157935.93424657534,8647744.55,11302107.061972605,5.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,AC,03/29/2020,0.0,77015.0,157935.93424657534,4696916.56,11302107.061972605,6.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,AC,03/30/2020,0.0,133620.0,157935.93424657534,9804097.13,11302107.061972605,0.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,AC,03/31/2020,0.0,142502.0,157935.93424657534,10456739.97,11302107.061972605,1.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,AC,04/01/2020,0.0,127813.0,157935.93424657534,9730419.15,11302107.061972605,2.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,AC,04/02/2020,0.0,133040.0,157935.93424657534,9941373.52,11302107.061972605,3.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,AC,04/03/2020,0.0,131922.0,157935.93424657534,9894009.35,11302107.061972605,4.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,AC,04/04/2020,0.0,132255.0,157935.93424657534,9286092.49,11302107.061972605,5.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,AC,04/05/2020,0.0,78588.0,157935.93424657534,4636299.82,11302107.061972605,6.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,AC,04/06/2020,0.0,157787.0,157935.93424657534,10931460.79,11302107.061972605,0.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,AC,04/07/2020,1.0,155448.0,157935.93424657534,11138515.1,11302107.061972605,1.0,881935.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,AC,04/08/2020,1.0,148520.0,157935.93424657534,10763468.66,11302107.061972605,2.0,881935.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,AC,04/09/2020,0.0,146878.0,157935.93424657534,10609116.91,11302107.061972605,3.0,881935.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,AC,04/10/2020,0.0,97026.0,157935.93424657534,5798451.09,11302107.061972605,4.0,881935.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,AC,04/11/2020,0.0,144545.0,157935.93424657534,9326857.59,11302107.061972605,5.0,881935.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,AC,04/12/2020,0.0,80107.0,157935.93424657534,4371598.28,11302107.061972605,6.0,881935.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,AC,04/13/2020,1.0,134920.0,157935.93424657534,9194931.18,11302107.061972605,0.0,881935.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,AC,04/14/2020,0.0,129404.0,157935.93424657534,8884671.53,11302107.061972605,1.0,881935.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,AC,04/15/2020,0.0,111597.0,157935.93424657534,7660435.37,11302107.061972605,2.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,AC,04/16/2020,2.0,124234.0,157935.93424657534,8861031.92,11302107.061972605,3.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,AC,04/17/2020,0.0,132486.0,157935.93424657534,9431805.84,11302107.061972605,4.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,AC,04/18/2020,0.0,131881.0,157935.93424657534,9061396.72,11302107.061972605,5.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,AC,04/19/2020,1.0,78989.0,157935.93424657534,4540060.21,11302107.061972605,6.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,AC,04/20/2020,2.0,140451.0,157935.93424657534,10139035.12,11302107.061972605,0.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,AC,04/21/2020,0.0,91907.0,157935.93424657534,6468550.87,11302107.061972605,1.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,AC,04/22/2020,0.0,132129.0,157935.93424657534,9851861.98,11302107.061972605,2.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,AC,04/23/2020,2.0,125237.0,157935.93424657534,9247694.58,11302107.061972605,3.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,AC,04/24/2020,1.0,139900.0,157935.93424657534,10449800.33,11302107.061972605,4.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,AC,04/25/2020,0.0,125312.0,157935.93424657534,9231793.64,11302107.061972605,5.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,AC,04/26/2020,0.0,78337.0,157935.93424657534,4776849.61,11302107.061972605,6.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,AC,04/27/2020,3.0,148558.0,157935.93424657534,11048879.02,11302107.061972605,0.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,AC,04/28/2020,2.0,137027.0,157935.93424657534,11097951.52,11302107.061972605,1.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,AC,04/29/2020,1.0,137359.0,157935.93424657534,11004115.83,11302107.061972605,2.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,AC,04/30/2020,2.0,154449.0,157935.93424657534,13847308.11,11302107.061972605,3.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,AC,05/01/2020,0.0,108626.0,157935.93424657534,8485412.48,11302107.061972605,4.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,AC,05/02/2020,2.0,141684.0,157935.93424657534,11544280.53,11302107.061972605,5.0,881935.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104.0,AC,05/03/2020,3.0,79599.0,157935.93424657534,5085459.38,11302107.061972605,6.0,881935.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,76.0,AC,05/04/2020,4.0,151847.0,157935.93424657534,12213124.14,11302107.061972605,0.0,881935.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,84.0,AC,05/05/2020,1.0,157526.0,157935.93424657534,12300080.6,11302107.061972605,1.0,881935.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,126.0,AC,05/06/2020,4.0,129238.0,157935.93424657534,10585876.53,11302107.061972605,2.0,881935.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,71.0,AC,05/07/2020,3.0,136211.0,157935.93424657534,11554137.06,11302107.061972605,3.0,881935.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,163.0,AC,05/08/2020,2.0,151900.0,157935.93424657534,12721890.64,11302107.061972605,4.0,881935.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,158.0,AC,05/09/2020,1.0,151520.0,157935.93424657534,12194075.08,11302107.061972605,5.0,881935.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,112.0,AC,05/10/2020,2.0,87896.0,157935.93424657534,5579282.59,11302107.061972605,6.0,881935.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,AC,05/11/2020,4.0,134133.0,157935.93424657534,10302524.11,11302107.061972605,0.0,881935.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,130.0,AC,05/12/2020,6.0,126128.0,157935.93424657534,9435832.82,11302107.061972605,1.0,881935.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,104.0,AC,05/13/2020,1.0,121391.0,157935.93424657534,8908658.84,11302107.061972605,2.0,881935.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,46.0,AC,05/14/2020,3.0,106359.0,157935.93424657534,8036473.45,11302107.061972605,3.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,AC,05/15/2020,2.0,124259.0,157935.93424657534,8917873.63,11302107.061972605,4.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,82.0,AC,05/16/2020,2.0,125595.0,157935.93424657534,8670051.06,11302107.061972605,5.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,130.0,AC,05/17/2020,1.0,75037.0,157935.93424657534,4514251.18,11302107.061972605,6.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,237.0,AC,05/18/2020,7.0,121596.0,157935.93424657534,8421452.92,11302107.061972605,0.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,248.0,AC,05/19/2020,5.0,117512.0,157935.93424657534,8741459.4,11302107.061972605,1.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,335.0,AC,05/20/2020,4.0,130214.0,157935.93424657534,9222245.34,11302107.061972605,2.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,286.0,AC,05/21/2020,2.0,121414.0,157935.93424657534,9525630.54,11302107.061972605,3.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,240.0,AC,05/22/2020,2.0,137452.0,157935.93424657534,10263696.53,11302107.061972605,4.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,524.0,AC,05/23/2020,7.0,130747.0,157935.93424657534,9197786.45,11302107.061972605,5.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,293.0,AC,05/24/2020,5.0,75449.0,157935.93424657534,4464283.09,11302107.061972605,6.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,341.0,AC,05/25/2020,5.0,129093.0,157935.93424657534,9612561.35,11302107.061972605,0.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,280.0,AC,05/26/2020,8.0,133242.0,157935.93424657534,10046458.84,11302107.061972605,1.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,470.0,AC,05/27/2020,8.0,128725.0,157935.93424657534,10136586.49,11302107.061972605,2.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,349.0,AC,05/28/2020,9.0,129992.0,157935.93424657534,10776236.7,11302107.061972605,3.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,241.0,AC,05/29/2020,13.0,149932.0,157935.93424657534,13162526.28,11302107.061972605,4.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,231.0,AC,05/30/2020,7.0,147616.0,157935.93424657534,12337031.09,11302107.061972605,5.0,881935.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,147.0,AC,05/31/2020,6.0,84690.0,157935.93424657534,5949753.17,11302107.061972605,6.0,881935.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,107.0,AC,06/01/2020,13.0,156193.0,157935.93424657534,13373569.78,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,AC,06/02/2020,4.0,141529.0,157935.93424657534,12228752.39,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,AC,06/03/2020,6.0,138820.0,157935.93424657534,10769874.13,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,AC,06/04/2020,10.0,138889.0,157935.93424657534,11182338.86,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,AC,06/05/2020,9.0,151441.0,157935.93424657534,12287875.67,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,AC,06/06/2020,11.0,148132.0,157935.93424657534,11625521.85,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,AC,06/07/2020,6.0,83278.0,157935.93424657534,5532362.56,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,AC,06/08/2020,4.0,154624.0,157935.93424657534,12490374.83,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,AC,06/09/2020,12.0,146778.0,157935.93424657534,11554480.71,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,AC,06/10/2020,14.0,143881.0,157935.93424657534,11483544.93,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,AC,06/11/2020,8.0,124463.0,157935.93424657534,9360929.86,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,AC,06/12/2020,9.0,160353.0,157935.93424657534,12370447.35,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,AC,06/13/2020,2.0,136643.0,157935.93424657534,9944610.08,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,AC,06/14/2020,3.0,77966.0,157935.93424657534,4737347.44,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,AC,06/15/2020,6.0,128255.0,157935.93424657534,10308499.3,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,AC,06/16/2020,6.0,138125.0,157935.93424657534,10813526.8,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,AC,06/17/2020,10.0,136343.0,157935.93424657534,10299800.01,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,AC,06/18/2020,6.0,134697.0,157935.93424657534,10568720.34,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,AC,06/19/2020,5.0,101080.0,157935.93424657534,8112059.7,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,AC,06/20/2020,5.0,159974.0,157935.93424657534,11941897.14,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,AC,06/21/2020,3.0,81889.0,157935.93424657534,5098978.04,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,AC,06/22/2020,5.0,147262.0,157935.93424657534,11078140.17,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,AC,06/23/2020,16.0,136437.0,157935.93424657534,10490548.46,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,AC,06/24/2020,5.0,132856.0,157935.93424657534,10277263.81,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,AC,06/25/2020,9.0,132659.0,157935.93424657534,10373519.99,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,AC,06/26/2020,8.0,147043.0,157935.93424657534,11611310.85,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,AC,06/27/2020,8.0,146153.0,157935.93424657534,10563181.82,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,AC,06/28/2020,2.0,77309.0,157935.93424657534,4850071.07,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,AC,06/29/2020,8.0,157465.0,157935.93424657534,12757201.28,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,AC,06/30/2020,4.0,160306.0,157935.93424657534,14927361.06,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,AC,07/01/2020,5.0,159893.0,157935.93424657534,13979187.54,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,AC,07/02/2020,8.0,156108.0,157935.93424657534,13848422.31,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,AC,07/03/2020,9.0,166114.0,157935.93424657534,14415379.52,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,AC,07/04/2020,4.0,163375.0,157935.93424657534,13417542.13,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,AC,07/05/2020,0.0,91043.0,157935.93424657534,6175657.89,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,AC,07/06/2020,3.0,158756.0,157935.93424657534,13344684.33,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,AC,07/07/2020,5.0,148114.0,157935.93424657534,12481334.76,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,AC,07/08/2020,5.0,155292.0,157935.93424657534,12564302.31,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,AC,07/09/2020,7.0,147058.0,157935.93424657534,12008214.06,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,AC,07/10/2020,6.0,148105.0,157935.93424657534,12100745.6,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,AC,07/11/2020,2.0,150783.0,157935.93424657534,11826946.28,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,AC,07/12/2020,7.0,85216.0,157935.93424657534,5575680.32,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,AC,07/13/2020,4.0,146010.0,157935.93424657534,11820671.56,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,AC,07/14/2020,6.0,160602.0,157935.93424657534,12484352.4,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,AC,07/15/2020,10.0,147456.0,157935.93424657534,11961460.72,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,AC,07/16/2020,1.0,158389.0,157935.93424657534,11757912.42,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,AC,07/17/2020,5.0,157029.0,157935.93424657534,12186383.84,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,AC,07/18/2020,5.0,150841.0,157935.93424657534,11337042.99,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,AC,07/19/2020,3.0,87567.0,157935.93424657534,5488063.08,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,AC,07/20/2020,5.0,154193.0,157935.93424657534,12271915.87,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,AC,07/21/2020,4.0,156471.0,157935.93424657534,12877307.49,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,AC,07/22/2020,1.0,150599.0,157935.93424657534,12511318.3,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,AC,07/23/2020,4.0,154832.0,157935.93424657534,12589910.13,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,AC,07/24/2020,6.0,160421.0,157935.93424657534,13695624.8,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,AC,07/25/2020,3.0,146236.0,157935.93424657534,11813626.54,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,AC,07/26/2020,3.0,95545.0,157935.93424657534,6719501.17,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,AC,07/27/2020,7.0,152314.0,157935.93424657534,12833456.65,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,AC,07/28/2020,7.0,160418.0,157935.93424657534,13790413.88,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,AC,07/29/2020,10.0,153639.0,157935.93424657534,13207845.97,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,AC,07/30/2020,11.0,163648.0,157935.93424657534,14192728.15,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,AC,07/31/2020,10.0,187772.0,157935.93424657534,17773318.38,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,AC,08/01/2020,4.0,178325.0,157935.93424657534,16058569.25,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,AC,08/02/2020,2.0,100814.0,157935.93424657534,7880371.15,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,AC,08/03/2020,2.0,180084.0,157935.93424657534,16693815.14,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,AC,08/04/2020,6.0,169575.0,157935.93424657534,15248492.73,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,AC,08/05/2020,2.0,167385.0,157935.93424657534,14894487.17,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,AC,08/06/2020,5.0,168731.0,157935.93424657534,15253781.07,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,AC,08/07/2020,4.0,170531.0,157935.93424657534,15820024.36,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,AC,08/08/2020,3.0,183908.0,157935.93424657534,16448568.0,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,AC,08/09/2020,2.0,102030.0,157935.93424657534,7407122.29,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,AC,08/10/2020,1.0,166896.0,157935.93424657534,14302162.98,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,AC,08/11/2020,3.0,161869.0,157935.93424657534,14170433.26,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,AC,08/12/2020,4.0,149140.0,157935.93424657534,13118005.83,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,AC,08/13/2020,5.0,155044.0,157935.93424657534,12935300.27,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,AC,08/14/2020,2.0,154075.0,157935.93424657534,12892262.41,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,AC,08/15/2020,0.0,161754.0,157935.93424657534,12957751.47,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,AC,08/16/2020,0.0,93956.0,157935.93424657534,6672430.17,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,AC,08/17/2020,6.0,163167.0,157935.93424657534,13203813.88,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,AC,08/18/2020,8.0,162101.0,157935.93424657534,12953116.32,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,AC,08/19/2020,1.0,150237.0,157935.93424657534,12395004.56,11302107.061972605,2.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,AC,08/20/2020,4.0,153855.0,157935.93424657534,12847936.1,11302107.061972605,3.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,AC,08/21/2020,3.0,154490.0,157935.93424657534,12818508.84,11302107.061972605,4.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,AC,08/22/2020,0.0,161263.0,157935.93424657534,12933780.83,11302107.061972605,5.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,AC,08/23/2020,2.0,95390.0,157935.93424657534,6445870.77,11302107.061972605,6.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,AC,08/24/2020,4.0,160216.0,157935.93424657534,13125242.37,11302107.061972605,0.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,AC,08/25/2020,3.0,164117.0,157935.93424657534,13226770.79,11302107.061972605,1.0,881935.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,AC,08/26/2020,0.0,157941.0,157935.93424657534,12975816.37,11302107.061972605,2.0,881935.0
